@relation 'abalone-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2,22,23,24,25,26,27,28,29-weka.filters.unsupervised.attribute.AddExpression-Ea11-2-Nexpression-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.AddExpression-Ea11-1-Nexpression-weka.filters.unsupervised.attribute.Remove-R11'

@attribute Sex=M numeric
@attribute Sex=F numeric
@attribute Sex=I numeric
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute 'Whole weight' numeric
@attribute 'Shucked weight' numeric
@attribute 'Viscera weight' numeric
@attribute 'Shell weight' numeric
@attribute a11-1 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}

@data
1,0,0,0.27027,0.243697,0.070796,0.034355,0.02421,0.030941,0.028401,3
0,0,1,0.554054,0.504202,0.106195,0.179387,0.140551,0.159974,0.133034,7
0,1,0,0.736486,0.722689,0.146018,0.412254,0.324143,0.312706,0.352267,11
0,1,0,0.547297,0.546218,0.119469,0.178856,0.12811,0.179065,0.152965,10
0,1,0,0.581081,0.596639,0.132743,0.224013,0.162744,0.175115,0.212755,15
1,0,0,0.439189,0.428571,0.097345,0.110501,0.092132,0.074391,0.098156,9
0,0,1,0.506757,0.504202,0.10177,0.154595,0.123067,0.14154,0.110613,9
1,0,0,0.371622,0.344538,0.079646,0.068355,0.049428,0.053325,0.063777,7
1,0,0,0.493243,0.495798,0.123894,0.159022,0.114324,0.092166,0.181863,14
1,0,0,0.256757,0.243697,0.057522,0.029042,0.022192,0.013167,0.028401,5
1,0,0,0.121622,0.117647,0.035398,0.007969,0.005716,0.005267,0.006477,2
0,1,0,0.851351,0.840336,0.176991,0.519391,0.316409,0.42528,0.516692,17
0,1,0,0.621622,0.621849,0.137168,0.274305,0.202421,0.205398,0.247633,14
0,0,1,0.560811,0.554622,0.123894,0.191429,0.132482,0.166557,0.172895,9
0,1,0,0.547297,0.529412,0.115044,0.207721,0.16577,0.197498,0.157449,13
0,1,0,0.432432,0.411765,0.09292,0.118824,0.095831,0.098749,0.096163,10
0,0,1,0.405405,0.378151,0.088496,0.090136,0.077673,0.076366,0.070752,10
1,0,0,0.364865,0.352941,0.079646,0.057021,0.040686,0.048058,0.046836,8
0,0,1,0.641892,0.605042,0.119469,0.285993,0.200067,0.264648,0.277529,10
0,0,1,0.756757,0.714286,0.176991,0.482911,0.419973,0.341014,0.422023,14
0,0,1,0.675676,0.705882,0.150442,0.341774,0.253194,0.373272,0.272546,11
0,1,0,0.635135,0.638655,0.132743,0.242075,0.194687,0.190257,0.22272,8
0,1,0,0.418919,0.420168,0.110619,0.110501,0.097512,0.072416,0.078226,8
0,1,0,0.587838,0.478992,0.159292,0.247388,0.209146,0.21659,0.197808,9
0,0,1,0.493243,0.478992,0.110619,0.172658,0.116005,0.114549,0.197808,11
0,0,1,0.506757,0.512605,0.110619,0.158668,0.127774,0.113232,0.143,10
0,0,1,0.425676,0.411765,0.09292,0.091022,0.063551,0.049375,0.083209,6
0,1,0,0.472973,0.453782,0.119469,0.134585,0.097848,0.103357,0.138017,10
0,1,0,0.506757,0.495798,0.110619,0.156366,0.123739,0.117841,0.143,9
0,0,1,0.790541,0.789916,0.159292,0.599079,0.404506,0.526662,0.41704,13
0,1,0,0.824324,0.789916,0.154867,0.604923,0.363484,0.406188,0.576482,14
0,1,0,0.689189,0.705882,0.163717,0.302993,0.232347,0.234365,0.272546,10
0,0,1,0.628378,0.638655,0.128319,0.342837,0.287492,0.289006,0.261584,15
0,1,0,0.560811,0.563025,0.119469,0.208252,0.143914,0.163924,0.182362,10
1,0,0,0.47973,0.462185,0.084071,0.11971,0.087761,0.111257,0.110115,12
0,1,0,0.513514,0.521008,0.097345,0.135647,0.110962,0.059908,0.132536,11
0,0,1,0.567568,0.546218,0.128319,0.181689,0.117014,0.128374,0.209766,11
0,1,0,0.547297,0.546218,0.128319,0.208252,0.155346,0.18499,0.227703,10
0,0,1,0.533784,0.579832,0.141593,0.179919,0.107935,0.095458,0.195815,12
1,0,0,0.459459,0.445378,0.088496,0.10572,0.081036,0.075049,0.102143,9
0,0,1,0.560811,0.554622,0.10177,0.24119,0.218897,0.211982,0.16293,11
0,0,1,0.533784,0.537815,0.09292,0.165043,0.111298,0.14154,0.167912,8
0,0,1,0.5,0.487395,0.115044,0.143616,0.091123,0.084266,0.177877,9
0,1,0,0.587838,0.546218,0.115044,0.206127,0.149966,0.177749,0.18286,11
0,1,0,0.601351,0.588235,0.128319,0.292899,0.237054,0.221198,0.20279,13
0,0,1,0.540541,0.521008,0.123894,0.160262,0.114324,0.154707,0.155954,6
0,1,0,0.513514,0.512605,0.097345,0.154595,0.137861,0.128374,0.123069,8
0,0,1,0.486486,0.478992,0.097345,0.143439,0.112643,0.095458,0.128052,8
0,0,1,0.425676,0.411765,0.088496,0.108553,0.092468,0.096116,0.083209,4
0,0,1,0.405405,0.386555,0.088496,0.083938,0.069939,0.072416,0.068261,6
1,0,0,0.283784,0.268908,0.066372,0.036834,0.027236,0.029625,0.033383,3
0,0,1,0.682432,0.655462,0.150442,0.416504,0.263954,0.284398,0.312407,18
0,1,0,0.682432,0.647059,0.154867,0.379316,0.268662,0.308097,0.332337,17
1,0,0,0.452703,0.436975,0.084071,0.107668,0.080699,0.096116,0.088191,7
1,0,0,0.452703,0.411765,0.088496,0.105897,0.082717,0.090191,0.088191,7
0,0,1,0.628378,0.588235,0.132743,0.26793,0.205783,0.272548,0.187843,8
1,0,0,0.344595,0.319328,0.075221,0.059855,0.043376,0.0474,0.053313,9
0,0,1,0.493243,0.428571,0.10177,0.127678,0.089442,0.107307,0.118087,9
1,0,0,0.277027,0.260504,0.057522,0.031344,0.022865,0.025675,0.028401,3
0,0,1,0.695946,0.689076,0.172566,0.384806,0.247142,0.245556,0.372197,15
0,0,1,0.722973,0.714286,0.146018,0.387817,0.282784,0.346939,0.332337,11
0,0,1,0.722973,0.680672,0.150442,0.451921,0.27505,0.337722,0.367215,15
1,0,0,0.513514,0.487395,0.110619,0.155127,0.112979,0.139566,0.133034,10
1,0,0,0.344595,0.302521,0.079646,0.057021,0.040686,0.044108,0.053313,8
0,0,1,0.493243,0.462185,0.119469,0.184169,0.113652,0.118499,0.192825,14
1,0,0,0.628378,0.588235,0.137168,0.343368,0.216207,0.254773,0.287494,17
0,1,0,0.540541,0.537815,0.110619,0.207544,0.158709,0.225148,0.152965,8
0,1,0,0.52027,0.462185,0.132743,0.187887,0.139543,0.236998,0.123069,8
0,0,1,0.317568,0.302521,0.079646,0.044271,0.031607,0.040158,0.038366,4
0,0,1,0.243243,0.226891,0.061947,0.028157,0.018157,0.020408,0.029397,3
1,0,0,0.351351,0.336134,0.066372,0.057199,0.040686,0.044766,0.055306,6
0,0,1,0.297297,0.260504,0.070796,0.034709,0.024882,0.033575,0.029397,6
0,0,1,0.155405,0.12605,0.039823,0.008677,0.00538,0.005925,0.007474,3
1,0,0,0.635135,0.638655,0.146018,0.351868,0.217552,0.35023,0.322372,17
1,0,0,0.567568,0.579832,0.106195,0.233221,0.174512,0.211323,0.187843,13
1,0,0,0.574324,0.537815,0.115044,0.254648,0.204775,0.226465,0.217738,12
0,1,0,0.310811,0.285714,0.061947,0.051886,0.038668,0.04345,0.043348,5
0,1,0,0.540541,0.495798,0.10177,0.171773,0.129792,0.190915,0.123069,11
1,0,0,0.594595,0.579832,0.110619,0.337524,0.228648,0.333114,0.257598,11
1,0,0,0.635135,0.596639,0.128319,0.308482,0.20343,0.257406,0.307424,16
1,0,0,0.898649,0.806723,0.163717,0.583673,0.492939,0.592495,0.332337,11
1,0,0,0.662162,0.689076,0.132743,0.398973,0.252858,0.463463,0.327354,14
1,0,0,0.655405,0.647059,0.141593,0.392952,0.337929,0.36603,0.257598,8
1,0,0,0.635135,0.613445,0.110619,0.344431,0.236718,0.22844,0.302441,11
1,0,0,0.77027,0.773109,0.163717,0.516557,0.391728,0.414747,0.407075,17
1,0,0,0.675676,0.638655,0.115044,0.357181,0.246806,0.291639,0.317389,8
1,0,0,0.736486,0.714286,0.141593,0.380556,0.276395,0.332456,0.297459,11
0,1,0,0.716216,0.663866,0.146018,0.432265,0.239408,0.265306,0.382162,11
1,0,0,0.716216,0.705882,0.141593,0.571631,0.368863,0.436471,0.337319,16
0,1,0,0.540541,0.537815,0.132743,0.197273,0.1308,0.159315,0.192327,10
1,0,0,0.391892,0.386555,0.075221,0.077386,0.056826,0.067149,0.068261,7
0,1,0,0.52027,0.495798,0.10177,0.155127,0.127102,0.134299,0.128052,6
1,0,0,0.614865,0.630252,0.119469,0.310607,0.187626,0.284398,0.247633,8
1,0,0,0.547297,0.571429,0.132743,0.240659,0.143578,0.184332,0.247135,16
1,0,0,0.513514,0.487395,0.132743,0.204533,0.112643,0.163924,0.212755,11
0,0,1,0.371622,0.352941,0.097345,0.073313,0.043712,0.077024,0.073244,7
1,0,0,0.398649,0.378151,0.09292,0.078626,0.054136,0.075049,0.073244,6
0,0,1,0.358108,0.327731,0.066372,0.061803,0.052118,0.052666,0.048331,5
0,0,1,0.371622,0.378151,0.066372,0.068709,0.054472,0.052008,0.062282,6
0,0,1,0.371622,0.352941,0.070796,0.067292,0.0538,0.060566,0.05132,4
0,0,1,0.425676,0.436975,0.079646,0.108907,0.098184,0.065174,0.088191,5
0,0,1,0.432432,0.428571,0.084071,0.110147,0.087424,0.094141,0.091181,5
0,0,1,0.459459,0.428571,0.09292,0.126616,0.111634,0.108624,0.089686,4
0,0,1,0.47973,0.445378,0.088496,0.135824,0.128447,0.097433,0.098156,5
0,0,1,0.547297,0.504202,0.10177,0.204179,0.167451,0.138907,0.181863,6
1,0,0,0.560811,0.571429,0.106195,0.238002,0.222932,0.161949,0.18286,7
0,1,0,0.560811,0.529412,0.09292,0.185762,0.166779,0.131666,0.145989,5
0,1,0,0.655405,0.689076,0.141593,0.364618,0.289845,0.265964,0.33433,7
1,0,0,0.655405,0.663866,0.123894,0.318045,0.316745,0.238973,0.215745,5
1,0,0,0.682432,0.680672,0.132743,0.359306,0.329523,0.290323,0.262581,7
0,1,0,0.682432,0.714286,0.159292,0.441828,0.331876,0.354839,0.368211,6
1,0,0,0.695946,0.697479,0.119469,0.41314,0.361802,0.366689,0.277529,6
0,1,0,0.702703,0.705882,0.146018,0.405879,0.297915,0.281106,0.367215,8
1,0,0,0.709459,0.705882,0.132743,0.384983,0.348689,0.292956,0.289487,9
1,0,0,0.722973,0.697479,0.137168,0.364973,0.333557,0.285714,0.276034,7
0,1,0,0.75,0.705882,0.132743,0.414379,0.359785,0.333772,0.313403,9
1,0,0,0.763514,0.764706,0.150442,0.485036,0.380632,0.403555,0.406079,8
0,1,0,0.777027,0.823529,0.163717,0.532495,0.44082,0.448321,0.427005,8
1,0,0,0.858108,0.831933,0.176991,0.673809,0.592468,0.57867,0.496761,11
1,0,0,0.898649,0.92437,0.176991,0.882061,0.76967,0.756419,0.520179,11
0,0,1,0.236486,0.210084,0.057522,0.027802,0.022529,0.0237,0.01993,2
0,0,1,0.277027,0.260504,0.057522,0.038605,0.027909,0.036866,0.028401,4
0,0,1,0.337838,0.310924,0.066372,0.053126,0.04304,0.0395,0.043348,4
0,0,1,0.371622,0.352941,0.084071,0.069772,0.04842,0.063858,0.058296,3
0,0,1,0.385135,0.361345,0.079646,0.076855,0.06456,0.052666,0.063279,4
0,0,1,0.391892,0.361345,0.09292,0.075615,0.060861,0.061883,0.061286,4
0,0,1,0.398649,0.378151,0.079646,0.090136,0.083726,0.084266,0.06278,4
0,0,1,0.405405,0.386555,0.079646,0.090313,0.069603,0.080974,0.073244,5
0,0,1,0.412162,0.369748,0.084071,0.088011,0.062878,0.085583,0.073244,4
0,0,1,0.432432,0.411765,0.079646,0.098105,0.089442,0.063858,0.073244,6
0,0,1,0.47973,0.470588,0.09292,0.133168,0.125757,0.102699,0.088191,4
0,0,1,0.493243,0.495798,0.110619,0.160793,0.140551,0.125082,0.129048,6
0,0,1,0.527027,0.529412,0.088496,0.178325,0.156691,0.144174,0.138017,5
0,1,0,0.527027,0.504202,0.10177,0.165929,0.1308,0.154707,0.124066,5
1,0,0,0.547297,0.529412,0.115044,0.227023,0.234028,0.151415,0.133034,6
0,0,1,0.554054,0.529412,0.088496,0.180981,0.146604,0.140882,0.128052,5
0,1,0,0.560811,0.579832,0.10177,0.200815,0.171486,0.173799,0.143,7
0,0,1,0.567568,0.579832,0.128319,0.204002,0.170477,0.171165,0.162431,6
0,0,1,0.574324,0.554622,0.097345,0.210377,0.202085,0.136274,0.148979,6
0,1,0,0.581081,0.563025,0.106195,0.202054,0.17115,0.173799,0.143996,6
1,0,0,0.601351,0.563025,0.106195,0.2272,0.193342,0.206057,0.158944,5
1,0,0,0.601351,0.571429,0.110619,0.286701,0.270679,0.217907,0.197808,5
0,1,0,0.608108,0.647059,0.110619,0.251284,0.214862,0.20869,0.189337,5
1,0,0,0.641892,0.647059,0.137168,0.323535,0.244452,0.25609,0.247633,6
0,1,0,0.648649,0.647059,0.128319,0.311493,0.2885,0.259381,0.213254,6
0,1,0,0.648649,0.613445,0.097345,0.329024,0.298252,0.22449,0.22272,6
0,1,0,0.675676,0.680672,0.146018,0.376483,0.334566,0.281764,0.279023,6
1,0,0,0.709459,0.705882,0.137168,0.402515,0.33692,0.301514,0.307424,7
0,1,0,0.722973,0.714286,0.141593,0.436338,0.401479,0.312706,0.312407,10
0,1,0,0.722973,0.739496,0.154867,0.446786,0.35575,0.414088,0.3428,8
0,1,0,0.722973,0.697479,0.141593,0.379848,0.330531,0.310072,0.287494,6
1,0,0,0.72973,0.756303,0.168142,0.496193,0.450908,0.384463,0.362232,6
1,0,0,0.736486,0.722689,0.146018,0.40039,0.351379,0.329164,0.28002,7
0,1,0,0.743243,0.739496,0.141593,0.392952,0.301614,0.371297,0.342302,9
0,1,0,0.743243,0.697479,0.150442,0.443775,0.352387,0.317314,0.402093,8
1,0,0,0.743243,0.722689,0.150442,0.508234,0.393073,0.385122,0.471849,9
1,0,0,0.756757,0.739496,0.137168,0.482203,0.391392,0.392363,0.292476,8
0,1,0,0.763514,0.714286,0.172566,0.404285,0.329859,0.308097,0.350274,7
1,0,0,0.763514,0.747899,0.150442,0.514432,0.431069,0.470046,0.351271,7
1,0,0,0.790541,0.789916,0.159292,0.522755,0.390383,0.500987,0.369208,8
0,1,0,0.797297,0.781513,0.146018,0.597308,0.489913,0.535221,0.423518,9
0,1,0,0.864865,0.890756,0.20354,0.73331,0.581372,0.538512,0.561535,8
1,0,0,0.871622,0.857143,0.176991,0.632194,0.482179,0.506254,0.52566,9
0,1,0,0.878378,0.882353,0.163717,0.538693,0.54035,0.472679,0.434479,7
0,0,1,0.121622,0.109244,0.044248,0.006729,0.004371,0.005267,0.012456,1
0,0,1,0.182432,0.159664,0.048673,0.015406,0.012777,0.0079,0.01146,2
0,0,1,0.378378,0.352941,0.075221,0.085532,0.081372,0.068466,0.058296,4
0,0,1,0.439189,0.436975,0.075221,0.094032,0.077337,0.076366,0.074738,4
0,0,1,0.439189,0.394958,0.088496,0.090668,0.069267,0.077024,0.079721,5
0,0,1,0.439189,0.411765,0.097345,0.105012,0.091796,0.092824,0.073244,4
0,0,1,0.486486,0.470588,0.097345,0.144856,0.135508,0.123766,0.098156,5
0,0,1,0.493243,0.462185,0.097345,0.133876,0.131809,0.103357,0.088191,5
0,0,1,0.506757,0.478992,0.09292,0.154595,0.140551,0.121132,0.118087,6
0,0,1,0.527027,0.487395,0.09292,0.141491,0.162071,0.044766,0.107125,4
0,0,1,0.533784,0.504202,0.128319,0.158137,0.104237,0.133641,0.121076,5
0,0,1,0.533784,0.504202,0.10177,0.146449,0.111634,0.109941,0.13702,5
0,0,1,0.540541,0.613445,0.141593,0.250576,0.234701,0.197498,0.182362,6
0,0,1,0.554054,0.529412,0.10177,0.224898,0.254876,0.175115,0.126059,5
0,1,0,0.581081,0.705882,0.141593,0.394369,0.341627,0.314022,0.303936,6
0,0,1,0.587838,0.588235,0.115044,0.21144,0.205447,0.151415,0.146487,6
0,0,1,0.601351,0.546218,0.115044,0.188596,0.159045,0.159974,0.15147,6
0,1,0,0.614865,0.613445,0.123894,0.221356,0.194687,0.152732,0.180867,6
1,0,0,0.621622,0.613445,0.141593,0.26368,0.233356,0.198815,0.216243,8
1,0,0,0.641892,0.647059,0.141593,0.348149,0.311701,0.263989,0.267564,6
1,0,0,0.648649,0.647059,0.128319,0.300336,0.279422,0.221198,0.227703,6
1,0,0,0.648649,0.647059,0.132743,0.296086,0.278749,0.191573,0.227703,6
0,1,0,0.648649,0.630252,0.119469,0.286878,0.272024,0.213957,0.219233,7
1,0,0,0.655405,0.605042,0.115044,0.268992,0.247814,0.223173,0.193323,6
1,0,0,0.675676,0.647059,0.128319,0.30742,0.264627,0.288348,0.22272,6
0,1,0,0.689189,0.663866,0.128319,0.347618,0.325151,0.317972,0.217738,7
1,0,0,0.695946,0.680672,0.128319,0.328316,0.254876,0.315339,0.252616,8
0,1,0,0.702703,0.697479,0.146018,0.358952,0.329523,0.250165,0.286497,7
1,0,0,0.709459,0.596639,0.128319,0.331858,0.300269,0.257406,0.265571,6
1,0,0,0.709459,0.705882,0.141593,0.411546,0.338601,0.34628,0.332337,10
1,0,0,0.722973,0.697479,0.154867,0.429254,0.356759,0.372614,0.322372,8
0,1,0,0.72973,0.731092,0.168142,0.401098,0.315064,0.337722,0.345291,9
0,1,0,0.736486,0.764706,0.159292,0.435984,0.397445,0.360105,0.319382,8
1,0,0,0.743243,0.739496,0.159292,0.382327,0.316409,0.333772,0.310912,8
1,0,0,0.743243,0.697479,0.154867,0.416859,0.406187,0.339039,0.26856,7
0,1,0,0.763514,0.747899,0.146018,0.411369,0.37189,0.314022,0.317389,9
0,1,0,0.763514,0.705882,0.154867,0.408181,0.326496,0.448321,0.285501,7
0,1,0,0.77027,0.781513,0.154867,0.471932,0.447882,0.35023,0.352267,8
1,0,0,0.777027,0.756303,0.159292,0.519568,0.477808,0.438446,0.37718,7
1,0,0,0.783784,0.781513,0.159292,0.527714,0.482515,0.473338,0.352267,9
0,1,0,0.783784,0.815126,0.154867,0.551266,0.48924,0.528637,0.382162,9
0,1,0,0.790541,0.747899,0.154867,0.469453,0.373235,0.368664,0.40558,7
1,0,0,0.804054,0.789916,0.159292,0.587746,0.53766,0.479263,0.427005,8
0,1,0,0.831081,0.789916,0.168142,0.527714,0.431406,0.513496,0.41704,10
0,1,0,0.844595,0.87395,0.176991,0.614308,0.520847,0.521396,0.457897,9
0,1,0,0.844595,0.848739,0.154867,0.587392,0.578009,0.430546,0.395117,9
1,0,0,0.858108,0.865546,0.172566,0.476713,0.603564,0.583278,0.450424,9
1,0,0,0.864865,0.823529,0.159292,0.615725,0.585071,0.456221,0.445939,8
0,1,0,0.871622,0.823529,0.163717,0.607933,0.53228,0.527321,0.464873,9
0,0,1,0.189189,0.159664,0.048673,0.013813,0.009415,0.011192,0.010962,1
0,0,1,0.222973,0.218487,0.053097,0.02249,0.019166,0,0.018435,2
0,0,1,0.25,0.252101,0.061947,0.033646,0.027236,0.024358,0.028899,2
0,0,1,0.331081,0.310924,0.075221,0.045688,0.040686,0.034233,0.036373,4
0,0,1,0.344595,0.294118,0.075221,0.059324,0.052455,0.033575,0.048829,4
0,0,1,0.351351,0.344538,0.075221,0.067292,0.06456,0.038841,0.052317,4
0,0,1,0.371622,0.344538,0.079646,0.061803,0.047747,0.046083,0.055805,5
0,0,1,0.371622,0.352941,0.075221,0.06074,0.051446,0.044108,0.05431,4
0,0,1,0.385135,0.352941,0.066372,0.062511,0.052118,0.045425,0.052317,4
0,0,1,0.385135,0.352941,0.079646,0.072074,0.063887,0.048058,0.056801,5
0,0,1,0.391892,0.369748,0.079646,0.082345,0.071957,0.066491,0.060787,5
0,0,1,0.412162,0.386555,0.079646,0.080928,0.066913,0.050691,0.075735,5
0,0,1,0.439189,0.428571,0.10177,0.110501,0.103228,0.077683,0.085202,4
0,0,1,0.439189,0.436975,0.079646,0.116168,0.100874,0.088874,0.078226,4
0,0,1,0.439189,0.352941,0.088496,0.097574,0.083053,0.078999,0.078226,7
0,0,1,0.472973,0.453782,0.097345,0.142731,0.113315,0.120474,0.104634,6
0,0,1,0.47973,0.453782,0.09292,0.10873,0.079354,0.104674,0.096163,4
1,0,0,0.486486,0.470588,0.097345,0.154595,0.13887,0.093483,0.129547,5
0,0,1,0.486486,0.478992,0.106195,0.139543,0.118695,0.105991,0.123069,6
0,0,1,0.5,0.504202,0.084071,0.127324,0.094486,0.102699,0.118087,6
0,0,1,0.506757,0.495798,0.097345,0.181335,0.169469,0.136932,0.138017,6
0,0,1,0.513514,0.638655,0.097345,0.150345,0.130464,0.117841,0.118585,6
0,0,1,0.52027,0.478992,0.079646,0.135293,0.12004,0.088874,0.108122,6
0,0,1,0.540541,0.504202,0.110619,0.171596,0.14425,0.144832,0.14001,7
0,0,1,0.540541,0.512605,0.119469,0.153533,0.131137,0.121132,0.123069,6
0,0,1,0.540541,0.495798,0.10177,0.175668,0.159045,0.129691,0.138017,5
0,0,1,0.547297,0.504202,0.110619,0.174252,0.159718,0.109282,0.147982,7
0,1,0,0.567568,0.529412,0.106195,0.209669,0.187626,0.144174,0.135526,5
0,0,1,0.574324,0.521008,0.110619,0.186294,0.153329,0.134957,0.162431,7
1,0,0,0.581081,0.563025,0.10177,0.197096,0.172495,0.156024,0.15147,6
0,0,1,0.594595,0.579832,0.119469,0.224544,0.204775,0.159315,0.183358,7
0,0,1,0.608108,0.563025,0.09292,0.200106,0.19267,0.140882,0.157947,6
0,0,1,0.614865,0.588235,0.115044,0.233575,0.197377,0.183015,0.187843,7
0,0,1,0.614865,0.613445,0.115044,0.232336,0.198386,0.163265,0.195815,6
1,0,0,0.621622,0.605042,0.119469,0.275545,0.212172,0.221856,0.23418,6
0,0,1,0.621622,0.596639,0.115044,0.21445,0.179556,0.160632,0.195316,7
0,0,1,0.628378,0.596639,0.119469,0.248096,0.207801,0.23239,0.197808,6
0,0,1,0.641892,0.621849,0.137168,0.308305,0.276395,0.245556,0.240159,8
0,1,0,0.662162,0.663866,0.154867,0.437223,0.356086,0.322581,0.305431,8
1,0,0,0.668919,0.697479,0.137168,0.419338,0.426698,0.304147,0.274539,8
0,0,1,0.668919,0.613445,0.115044,0.273597,0.237054,0.197498,0.23418,7
0,1,0,0.668919,0.613445,0.141593,0.313618,0.289509,0.251481,0.220727,6
0,0,1,0.675676,0.672269,0.137168,0.308305,0.234028,0.275181,0.282511,6
0,0,1,0.675676,0.647059,0.110619,0.300868,0.305649,0.225148,0.19432,7
0,1,0,0.675676,0.705882,0.141593,0.316274,0.241762,0.290323,0.26856,7
1,0,0,0.675676,0.663866,0.137168,0.313087,0.241762,0.277156,0.255107,7
0,0,1,0.682432,0.680672,0.123894,0.32743,0.277404,0.242265,0.267564,8
0,0,1,0.682432,0.680672,0.123894,0.293076,0.262609,0.21659,0.235675,8
0,0,1,0.682432,0.697479,0.132743,0.320524,0.297915,0.243581,0.242152,9
1,0,0,0.682432,0.697479,0.146018,0.367983,0.362475,0.217907,0.276532,7
0,1,0,0.689189,0.689076,0.146018,0.330618,0.270679,0.298881,0.256602,7
0,1,0,0.689189,0.680672,0.146018,0.374004,0.32616,0.328506,0.29148,7
0,1,0,0.702703,0.689076,0.128319,0.281034,0.229657,0.235681,0.240159,8
0,1,0,0.709459,0.697479,0.150442,0.381973,0.335239,0.294931,0.317887,7
1,0,0,0.709459,0.697479,0.132743,0.327962,0.283457,0.24029,0.272546,6
0,1,0,0.709459,0.705882,0.137168,0.374358,0.295898,0.249506,0.387145,9
1,0,0,0.709459,0.705882,0.20354,0.409067,0.35037,0.293614,0.35725,9
0,1,0,0.709459,0.705882,0.150442,0.384629,0.329186,0.325214,0.307424,8
0,1,0,0.709459,0.722689,0.128319,0.274128,0.237727,0.208032,0.236672,7
0,1,0,0.736486,0.714286,0.146018,0.368691,0.324479,0.290323,0.307424,8
1,0,0,0.743243,0.714286,0.141593,0.403577,0.389038,0.281764,0.287494,7
0,1,0,0.743243,0.705882,0.141593,0.471578,0.406187,0.37788,0.316393,8
0,1,0,0.743243,0.747899,0.154867,0.450151,0.378615,0.396972,0.371201,7
1,0,0,0.743243,0.731092,0.146018,0.418452,0.347007,0.312047,0.387145,9
1,0,0,0.743243,0.722689,0.141593,0.429077,0.423672,0.293614,0.299452,7
0,0,1,0.75,0.689076,0.132743,0.364618,0.286147,0.315339,0.322372,9
1,0,0,0.756757,0.739496,0.150442,0.484328,0.441157,0.40158,0.362232,8
1,0,0,0.777027,0.773109,0.163717,0.486099,0.503699,0.236998,0.366218,10
1,0,0,0.777027,0.773109,0.159292,0.517443,0.441829,0.412113,0.40857,9
0,1,0,0.777027,0.781513,0.172566,0.575704,0.462677,0.513496,0.428999,9
0,1,0,0.777027,0.705882,0.146018,0.490703,0.389375,0.458196,0.306926,7
1,0,0,0.783784,0.789916,0.141593,0.51638,0.460659,0.408822,0.402093,9
0,1,0,0.783784,0.798319,0.146018,0.453869,0.391392,0.164582,0.39711,6
0,1,0,0.790541,0.747899,0.137168,0.486807,0.43544,0.378539,0.332337,10
1,0,0,0.790541,0.773109,0.176991,0.582433,0.503026,0.55497,0.398107,9
1,0,0,0.810811,0.773109,0.128319,0.447317,0.404506,0.393022,0.322372,8
1,0,0,0.824324,0.798319,0.150442,0.551797,0.434432,0.503621,0.461883,9
1,0,0,0.864865,0.781513,0.159292,0.565964,0.475454,0.463463,0.441953,10
1,0,0,0.891892,0.840336,0.19469,0.825571,0.832885,0.479263,0.615845,10
0,0,1,0.135135,0.117647,0.035398,0.009208,0.005716,0.009875,0.007474,2
0,0,1,0.398649,0.386555,0.084071,0.079334,0.075656,0.067149,0.06577,6
0,0,1,0.432432,0.411765,0.079646,0.100407,0.092468,0.081633,0.075237,3
0,0,1,0.466216,0.453782,0.097345,0.114397,0.083053,0.098749,0.100648,5
0,0,1,0.513514,0.529412,0.097345,0.181335,0.159718,0.161949,0.124066,6
0,0,1,0.567568,0.537815,0.10177,0.203117,0.207801,0.150099,0.137519,6
0,1,0,0.587838,0.537815,0.097345,0.204888,0.191997,0.154707,0.145989,5
1,0,0,0.594595,0.563025,0.123894,0.239419,0.228648,0.173799,0.11709,6
1,0,0,0.635135,0.630252,0.137168,0.283868,0.274378,0.18894,0.22571,5
0,1,0,0.648649,0.588235,0.106195,0.322649,0.307666,0.257406,0.204285,7
1,0,0,0.682432,0.663866,0.141593,0.306534,0.263954,0.290323,0.212755,7
0,1,0,0.695946,0.689076,0.150442,0.368514,0.311029,0.315339,0.267564,8
1,0,0,0.709459,0.680672,0.159292,0.403046,0.283793,0.338381,0.362232,8
0,1,0,0.722973,0.731092,0.150442,0.476536,0.4731,0.328506,0.301943,9
1,0,0,0.72973,0.705882,0.137168,0.379494,0.293544,0.339697,0.307424,9
1,0,0,0.72973,0.705882,0.168142,0.506995,0.491258,0.400922,0.325859,7
1,0,0,0.72973,0.739496,0.176991,0.46113,0.389038,0.40948,0.368211,12
1,0,0,0.736486,0.680672,0.141593,0.335931,0.329859,0.262673,0.22571,7
1,0,0,0.75,0.773109,0.150442,0.489818,0.426698,0.388413,0.37718,9
0,1,0,0.763514,0.747899,0.150442,0.395962,0.332549,0.347597,0.317389,10
0,1,0,0.763514,0.747899,0.150442,0.44714,0.379287,0.443713,0.312407,7
0,1,0,0.783784,0.672269,0.150442,0.450859,0.391392,0.398288,0.330344,6
1,0,0,0.783784,0.756303,0.146018,0.449088,0.405178,0.344305,0.332337,8
