@relation horse-colic-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.1minalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.1rmalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddExpression-Ea61+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R61

@attribute surgery numeric
@attribute Age numeric
@attribute rectal_temperature numeric
@attribute pulse numeric
@attribute respiratory_rate numeric
@attribute temp_extremities=1rmal numeric
@attribute temp_extremities=warm numeric
@attribute temp_extremities=cool numeric
@attribute temp_extremities=cold numeric
@attribute peripheral_pulse=1rmal numeric
@attribute peripheral_pulse=increased numeric
@attribute peripheral_pulse=reduced numeric
@attribute peripheral_pulse=absent numeric
@attribute 'mucous_membranes=1rmal pink' numeric
@attribute 'mucous_membranes=bright pink' numeric
@attribute 'mucous_membranes=pale pink' numeric
@attribute 'mucous_membranes=pale cya1tic' numeric
@attribute 'mucous_membranes=bright red' numeric
@attribute 'mucous_membranes=dark cya1tic' numeric
@attribute capillary_refill_time=<3 numeric
@attribute capillary_refill_time=>=3 numeric
@attribute 'capillary_refill_time=meaning unk1wn' numeric
@attribute 'pain=alert 1 pain' numeric
@attribute pain=depressed numeric
@attribute 'pain=intermittent mild pain' numeric
@attribute 'pain=intermittent severe pain' numeric
@attribute 'pain=continuous severe pain' numeric
@attribute peristalsis=hypermotile numeric
@attribute peristalsis=1rmal numeric
@attribute peristalsis=hypomotile numeric
@attribute peristalsis=absent numeric
@attribute abdominal_distension=1ne numeric
@attribute abdominal_distension=slight numeric
@attribute abdominal_distension=moderate numeric
@attribute abdominal_distension=severe numeric
@attribute nasogastric_tube=1ne numeric
@attribute nasogastric_tube=slight numeric
@attribute nasogastric_tube=significant numeric
@attribute nasogastric_reflux=1ne numeric
@attribute nasogastric_reflux=>1l numeric
@attribute nasogastric_reflux=<1l numeric
@attribute nasogastric_reflux_PH numeric
@attribute rectal_examination=1rmal numeric
@attribute rectal_examination=increased numeric
@attribute rectal_examination=decreased numeric
@attribute rectal_examination=absent numeric
@attribute abdomen=1rmal numeric
@attribute abdomen=other numeric
@attribute 'abdomen=firm feces in large intestine' numeric
@attribute 'abdomen=distended small intestine' numeric
@attribute 'abdomen=distended large intestine' numeric
@attribute packed_cell_volume numeric
@attribute total_protein numeric
@attribute abdomi1centesis_appearance=clear numeric
@attribute abdomi1centesis_appearance=cloudy numeric
@attribute abdomi1centesis_appearance=serosangui1us numeric
@attribute abdomcentesis_total_protein numeric
@attribute outcome=lived numeric
@attribute outcome=died numeric
@attribute outcome=euthanized numeric
@attribute a61+1 {1,2}

@data
0,0,0.611111,0.428571,0.227273,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.866667,0,0,0,1,0,0,0,0,1,0.84507,0.066511,0,1,0,0.284812,0,1,0,1
1,0,0.388889,0.142857,0.045455,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.450704,0.673279,1,0,0,0.09,1,0,0,2
0,0,1,0.272727,0.386364,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.704225,0.047841,0,0,1,0.284812,0,1,0,1
1,0,0.481481,0.064935,0.193182,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.464789,0.766628,0,1,0,0.284812,1,0,0,2
1,0,0.555556,0.116883,0.090909,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,1,0,0,0,0.492958,0.03734,0,1,0,0.284812,1,0,0,2
1,1,0.592593,0.376623,0.227273,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.43662,0.030338,0,1,0,0.284812,1,0,0,2
0,0,0.314815,0.292208,0.318182,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.533333,0,0,0,1,0,0,0,1,0,0.619718,0.047841,0,0,1,0.31,0,1,0,1
0,0,0.537037,0.090909,0.147727,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.56338,0.03734,0,1,0,0.43,1,0,0,1
1,0,0.506379,0.168831,0.681818,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.507042,0.031505,0,1,0,0.284812,0,0,1,1
1,0,0.592593,0.246753,0.136364,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.478873,0.03734,1,0,0,0.284812,1,0,0,2
1,0,0.537037,0.155844,0.113636,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.586667,0,0,0,1,0,0,0,1,0,0.56338,0.045508,0,0,1,0.284812,1,0,0,2
0,0,0.518519,0.077922,0.136364,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.605634,0.66161,0,1,0,0.284812,1,0,0,2
0,0,0.722222,0.220779,0.931818,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.733333,1,0,0,0,0,0,0,0,1,0.492958,0.039673,0,1,0,0.284812,1,0,0,1
0,0,0.388889,0.194805,0.477273,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.333333,0,0,1,0,0,0,0,1,0,0.43662,0.03734,0,1,0,0.284812,0,1,0,1
0,0,0.425926,0.324675,0.255931,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.528309,0,0,1,0,1,0,0,0,0,0.647887,0.603267,0,0,1,0.19,1,0,0,1
0,0,0.506379,0.454545,0.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.528309,0,0,0,1,0,0,0,1,0,0.676056,0.038506,0,1,0,0.284812,1,0,0,1
0,0,0.425926,0.584416,0.227273,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.859155,0.043174,0,0,1,0.284812,0,1,0,1
0,0,0.506379,0.298701,0.255931,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,0,0,1,1
0,1,0.62963,0.779221,0.477273,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.647887,0.033839,0,1,0,0.284812,0,1,0,1
0,0,0.481481,0.038961,0.090909,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.133333,0,0,1,0,0,0,0,0,1,0.464789,0.836639,0,1,0,0.09,0,0,1,2
1,0,0.277778,0.12987,0.363636,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.8,0,0,0,1,0,0,0,0,1,0.471831,0.03734,0,1,0,0.284812,1,0,0,2
1,0,0.444444,0.064935,0.090909,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,1,0,0,0,0,0.464789,0.04084,0,1,0,0.284812,1,0,0,2
1,0,0.518519,0.168831,0.363636,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.866667,0,0,0,1,0,0,0,0,1,0.605634,0.045508,1,0,0,0.24,1,0,0,2
0,0,0.592593,0.116883,0.045455,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.450704,0.743291,0,1,0,0.284812,1,0,0,2
1,0,0.851852,0.311688,0.255931,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.528309,0,0,0,1,1,0,0,0,0,0.873239,0.03734,0,1,0,0.284812,0,1,0,1
0,0,0.506379,0.25974,0.090909,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.788732,0.049008,0,1,0,0.284812,0,1,0,1
0,0,0.518519,0.272727,0.113636,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.43662,0.036173,0,1,0,0.284812,1,0,0,1
1,0,0.574074,0.155844,0.255931,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.507042,0.04084,0,1,0,0.69,1,0,0,2
0,0,0.574074,0.233766,0.181818,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.507042,0.039673,1,0,0,0.284812,1,0,0,1
1,0,0.444444,0.337662,0.045455,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.528309,0,0,0,1,0,0,0,0,1,0.647887,0.043174,0,1,0,0.284812,0,0,1,1
1,1,0.759259,0.350649,0.25,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.338028,0.019837,0,1,0,0.284812,1,0,0,2
0,0,0.506379,0.264658,0.255931,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,1,0,0,1
0,0,0.481481,0.12987,0.318182,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.492958,0.038506,1,0,0,0.52,1,0,0,1
1,0,0.592593,0.097403,0.090909,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,1,0,0,0,0,0.549296,0.638273,0,1,0,0.284812,1,0,0,2
0,0,0.648148,0.324675,0.409091,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.8,0,0,1,0,1,0,0,0,0,0.704225,0.03734,0,0,1,0.284812,0,1,0,1
0,0,0.296296,0.233766,0.136364,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.43662,0.042007,0,1,0,0.284812,0,1,0,1
0,0,0.506379,0.311688,0.181818,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.549296,0.684947,0,1,0,0.19,0,0,1,2
1,0,0.574074,0.064935,0.090909,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,1,0,0,0,0.464789,0.743291,0,1,0,0.284812,1,0,0,2
0,0,0.506379,0.584416,0.704545,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.71831,0.719953,0,1,0,0.284812,0,0,1,2
1,0,0.333333,0.272727,0.181818,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.56338,0.250538,0,0,1,0.32,0,0,1,1
0,0,0.388889,0.272727,0.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.788732,0.04084,0,1,0,0.284812,0,1,0,1
0,0,0.203704,0.454545,0.181818,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.647887,0.031505,0,0,1,0.33,1,0,0,1
0,0,0.333333,0.064935,0.136364,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,1,0,0,0,0,0.450704,0.684947,1,0,0,0.09,0,0,1,2
1,0,0.574074,0.155844,0.136364,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.653333,0,0,0,1,0,1,0,0,0,0.535211,0.035006,0,1,0,0.284812,1,0,0,2
1,0,0.407407,0.116883,0.318182,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.56338,0.035006,1,0,0,0.49,1,0,0,2
0,0,0.425926,0.090909,0.227273,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.577465,0.778296,0,0,1,0.19,1,0,0,1
0,0,0.296296,0.168831,0.181818,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.43662,0.673279,0,0,1,0.19,0,0,1,2
1,0,0.481481,0.077922,0.045455,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,1,0,0,0,0.464789,0.029172,0,1,0,0.284812,1,0,0,2
0,0,0.506379,0.194805,0.363636,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.528309,0,0,0,1,0,0,0,0,1,0.535211,0.801634,0,1,0,0.284812,1,0,0,1
1,0,0.555556,0.324675,0.590909,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.528309,1,0,0,0,1,0,0,0,0,0.704225,0.042007,0,1,0,0.284812,1,0,0,2
1,0,0.444444,0.116883,0.045455,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,1,0,0,0,0,0,0,1,0.619718,0.046674,1,0,0,0.284812,1,0,0,2
0,0,0.481481,0.227273,0.363636,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,1,0,0,1
1,0,0.462963,0.097403,0.318182,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.408451,0.028005,0,0,1,0.284812,1,0,0,1
1,0,0.666667,0.350649,0.045455,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.8,0,0,0,1,0,0,0,1,0,0.816901,0.030338,0,1,0,0.21,0,1,0,1
1,0,0.518519,0.194805,0.181818,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.528309,0,0,0,1,0,0,0,1,0,0.690141,0.049008,0,1,0,0.13,1,0,0,2
0,0,0.506379,0.714286,0.255931,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.366197,0.766628,0,1,0,0.284812,0,1,0,2
0,0,0.462963,0.584416,0.590909,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.866667,0,0,0,1,0,0,0,0,1,0.676056,0.038506,0,0,1,0.17,0,1,0,1
1,0,0.481481,0.272727,0.318182,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.478873,0.04084,0,1,0,0.19,1,0,0,2
1,1,0.481481,0.402597,0.227273,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.826667,0,0,0,1,0,0,0,0,1,0.464789,0.032672,1,0,0,0.1,1,0,0,2
0,0,0.537037,0.233766,0.25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.464789,0.031505,0,1,0,0.284812,1,0,0,1
1,0,0.388889,0.116883,0.181818,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.528309,0,0,1,0,0,1,0,0,0,0.549296,0.031505,1,0,0,0.27,1,0,0,2
0,0,0.388889,0.376623,0.136364,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.43662,0.036173,1,0,0,0.284812,0,1,0,1
1,1,0.506379,0.779221,0.590909,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,0,1,0,1
0,0,0.796296,0.454545,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.859155,0.836639,0,1,0,0.284812,0,0,1,1
0,0,0.537037,0.324675,0.255931,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.577465,0.049008,0,1,0,0.45,1,0,0,1
1,0,0.388889,0.064935,0.272727,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.394366,0.036173,1,0,0,0.1,1,0,0,1
0,0,0.555556,0.350649,0.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.733333,0,0,0,1,0,0,0,1,0,0.605634,0.049008,0,0,1,0.284812,0,1,0,1
0,0,0.5,0.350649,0.409091,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.533333,0,0,0,1,0,0,0,1,0,0.788732,0.04084,0,1,0,0.56,0,1,0,1
1,0,0.611111,0.142857,0.255931,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,1,0,0,0,0.824971,0,1,0,0.284812,1,0,0,2
1,0,0.5,0.090909,0.363636,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,1,0,0,0.43662,0.04084,0,1,0,0.284812,1,0,0,2
1,0,0.555556,0.142857,0.136364,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,1,0,0,0,0,0,1,0.521127,0.696616,1,0,0,0.09,1,0,0,2
0,0,0.518519,0.194805,0.255931,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.549296,0.033839,0,1,0,0.38,1,0,0,1
1,0,0.425926,0.064935,0.113636,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.528309,0,0,1,0,0,0,1,0,0,0.450704,0.002334,0,1,0,0.284812,1,0,0,2
0,0,0.685185,0.194805,0.022727,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,1,0,0.586715,0.250538,0,1,0,0.284812,1,0,0,1
1,0,0.444444,0.116883,0.090909,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,1,0,0,0.549296,0.049008,0,1,0,0.284812,1,0,0,2
0,0,0.666667,0.584416,0.255931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.933333,0,0,0,1,0,0,0,0,1,0.859155,0.057176,0,0,1,0.45,1,0,0,2
0,0,0.518519,0.298701,0.255931,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.666667,1,0,0,0,0,0,0,0,1,0.43662,0.03734,0,1,0,0.08,1,0,0,1
1,0,0.537037,0.376623,0.255931,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,0,1,0,2
0,0,0.481481,0.324675,0.25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.666667,0,0,0,1,0,0,0,0,1,0.619718,0.058343,0,1,0,0.42,1,0,0,1
0,0,0.506379,0.264658,0.255931,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.666667,0,0,0,1,0,0,0,1,0,0.586715,0.250538,0,1,0,0.284812,0,1,0,1
0,0,0.407407,0.064935,0.255931,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,1,0,0,0,0,0.586715,0.250538,0,1,0,0.2,1,0,0,1
1,0,0.388889,0.090909,0.255931,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.577465,0.029172,0,1,0,0.13,1,0,0,2
1,0,0.518519,0.077922,0.090909,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,0,0,1,0.43662,0.66161,1,0,0,0.09,1,0,0,2
1,0,0.481481,0.168831,0.409091,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.605634,0.778296,0,1,0,0.09,1,0,0,2
1,0,0.537037,0.097403,0.136364,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,1,0,0,2
0,0,0.506379,0.116883,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.528309,1,0,0,0,0,0,0,1,0,0.535211,0.054842,1,0,0,0.284812,1,0,0,1
0,0,0.425926,0.162338,0.227273,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.533333,0,0,0,1,0,0,0,0,1,0.586715,0.250538,0,1,0,0.284812,1,0,0,1
1,0,0.111111,0.454545,0.136364,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.528309,0,0,0,1,0,0,0,0,1,0.985915,0.028005,0,1,0,0.24,0,0,1,1
0,0,0.314815,0.194805,0.136364,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.533333,0,0,1,0,0,0,0,1,0,0.84507,0.060677,0,1,0,0.284812,1,0,0,1
