@relation sonar-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attribute_1 numeric
@attribute attribute_2 numeric
@attribute attribute_3 numeric
@attribute attribute_4 numeric
@attribute attribute_5 numeric
@attribute attribute_6 numeric
@attribute attribute_7 numeric
@attribute attribute_8 numeric
@attribute attribute_9 numeric
@attribute attribute_10 numeric
@attribute attribute_11 numeric
@attribute attribute_12 numeric
@attribute attribute_13 numeric
@attribute attribute_14 numeric
@attribute attribute_15 numeric
@attribute attribute_16 numeric
@attribute attribute_17 numeric
@attribute attribute_18 numeric
@attribute attribute_19 numeric
@attribute attribute_20 numeric
@attribute attribute_21 numeric
@attribute attribute_22 numeric
@attribute attribute_23 numeric
@attribute attribute_24 numeric
@attribute attribute_25 numeric
@attribute attribute_26 numeric
@attribute attribute_27 numeric
@attribute attribute_28 numeric
@attribute attribute_29 numeric
@attribute attribute_30 numeric
@attribute attribute_31 numeric
@attribute attribute_32 numeric
@attribute attribute_33 numeric
@attribute attribute_34 numeric
@attribute attribute_35 numeric
@attribute attribute_36 numeric
@attribute attribute_37 numeric
@attribute attribute_38 numeric
@attribute attribute_39 numeric
@attribute attribute_40 numeric
@attribute attribute_41 numeric
@attribute attribute_42 numeric
@attribute attribute_43 numeric
@attribute attribute_44 numeric
@attribute attribute_45 numeric
@attribute attribute_46 numeric
@attribute attribute_47 numeric
@attribute attribute_48 numeric
@attribute attribute_49 numeric
@attribute attribute_50 numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_53 numeric
@attribute attribute_54 numeric
@attribute attribute_55 numeric
@attribute attribute_56 numeric
@attribute attribute_57 numeric
@attribute attribute_58 numeric
@attribute attribute_59 numeric
@attribute attribute_60 numeric
@attribute Class {1,2}

@data
0.516224,0.361337,0.187911,0.038041,0.201623,0.456598,0.50947,0.405954,0.427218,0.58244,0.649085,0.734613,0.831294,0.678767,0.856856,0.972522,0.864574,0.866078,0.889964,0.991652,0.892496,0.811676,0.827594,0.748079,0.579201,0.503029,0.542284,0.527172,0.470678,0.407585,0.350518,0.243765,0.105114,0.162268,0.102895,0.152016,0.158758,0.109494,0.136622,0.273747,0.217024,0.144444,0.112376,0.269518,0.213108,0.092704,0.162803,0.277628,0.332155,0.104242,0.215139,0.206847,0.301299,0.251462,0.430839,0.097436,0.178977,0.21968,0.225895,0.272517,2
0.143068,0.109301,0.034494,0.168806,0.252853,0.42408,0.807089,0.750827,0.479639,0.573717,0.518077,0.160903,0.638837,1,0.913432,0.827397,0.68853,0.774026,0.872607,0.839576,0.886172,0.94612,1,0.89499,0.775205,0.815068,0.632524,0.438864,0.465503,0.295941,0.246866,0.06448,0,0.126232,0.164774,0.208468,0.10059,0.158989,0.318364,0.362418,0.232658,0.139072,0.344627,0.33329,0.198038,0.148519,0.250453,0.395627,0.539626,0.393939,0.314741,0.0699,0.4,0.219298,0.829932,0.248718,0.352273,0.652174,0.352617,0.039261,2
0.264749,0.248607,0.20138,0.113172,0.047679,0.354743,0.551677,0.590739,0.443507,0.355212,0.452857,0.551436,0.631927,0.585439,0.791754,0.825361,0.801782,0.893714,0.981906,0.891053,0.88301,0.935283,0.906962,0.788546,0.66373,0.594449,0.460553,0.319473,0.475649,0.341856,0.282616,0.096945,0.027932,0.137573,0.172139,0.175101,0.14848,0.058542,0.259119,0.314706,0.143833,0.174237,0.371783,0.263721,0.151265,0.191306,0.192865,0.157832,0.199394,0.221818,0.351594,0.156919,0.150649,0.663743,0.058957,0.212821,0.34375,0.251716,0.267218,0.277136,2
1,0.522932,0.450066,0.339039,0.433426,0.356356,0.470779,0.464388,0.230268,0.279422,0.562597,0.76905,1,0.694029,0.676698,0.791472,0.935965,0.888312,0.910162,0.767979,0.784992,0.793784,0.757974,0.653212,0.473361,0.512281,0.442904,0.551256,0.443689,0.293598,0.24,0.217367,0.270398,0.297191,0.258771,0.096875,0.153728,0.288344,0.340713,0.285294,0.108975,0.293284,0.440191,0.225844,0.096531,0.145639,0.116443,0.159329,0.268046,0.329697,0.170319,0.156919,0.322078,0.976608,0.133787,0.161538,0.053977,0.173913,0.399449,0.103926,2
0.315634,0.188598,0.072273,0.225868,0.554147,0.674281,0.548701,0.355678,0.25559,0.42471,0.496952,0.751465,0.862099,0.780551,0.8387,0.901079,1,0.886857,0.86882,0.773759,0.700253,0.752684,0.615556,0.304375,0.188115,0.149576,0.29709,0.263792,0.183137,0.112709,0.059183,0.107616,0.18219,0.096661,0.148716,0.096673,0.241745,0.233025,0.196606,0.115795,0.086045,0.338828,0.308418,0.032852,0.279642,0.203374,0.078595,0.187781,0.25896,0.573333,0.247012,0.379458,0.519481,0.383041,0.405896,0.130769,0.119318,0.256293,0.415978,0.21709,2
0.837021,0.495928,0.279566,0.071327,0.041846,0.313088,0.645022,0.574642,0.63246,0.752896,0.500071,0.110639,0.062185,0.156956,0.388805,0.350092,0.278935,0.213299,0.375131,0.828232,0.976497,0.456088,0.00498,0.195062,0.113525,0.212909,0.11934,0.243413,0.448559,0.627357,0.257875,0.324871,0.513809,0.679915,0.859466,0.853528,0.819703,0.897681,0.891419,0.650218,0.283729,0.103785,0.152205,0.347075,0.741257,0.580362,0.42376,0.577418,0.551237,0.614545,0.227092,0.129815,0.155844,0.219298,0.362812,0.271795,0.53125,0.315789,0.184573,0.184758,2
0.702802,0.349336,0.201708,0.130766,0.139488,0.296963,0.246483,0.919074,0.839479,0.702417,0.453566,0.214537,0.272348,0.290193,0.420604,0.52412,0.216247,0.156779,0.148748,0.820313,1,0.394336,0.042068,0.173036,0.223258,0.316004,0.253388,0.325957,0.368608,0.490039,0.199891,0.329252,0.451958,0.625755,0.662985,0.735383,0.765909,0.770407,0.676471,0.560131,0.27817,0.181807,0.261089,0.287426,0.600085,0.420598,0.240674,0.404013,0.533569,0.604848,0.205179,0.092725,0.197403,0.856725,0.417234,0.533333,0.349432,0.453089,0.575758,0.080831,2
0.571534,0.300471,0.11071,0.380884,0.320314,0.033324,0.199675,0.57839,0.827632,0.928929,0.668226,0.343933,0.211026,0.42013,0.449794,0.449522,0.31261,0.376623,0.508205,0.89405,0.993571,0.354769,0.047579,0.000922,0.21291,0.337042,0.186784,0.510807,0.685268,0.820603,0.418965,0.37486,0.554342,0.829995,0.791654,0.715121,0.733107,0.807424,0.762176,0.644553,0.485698,0.570574,0.579077,0.479516,0.667188,0.526467,0.13908,0.439353,0.392226,0.568485,0.192231,0.413695,1,0.830409,0.38322,0.628205,0.392045,0.160183,0.066116,0.2194,2
0.787611,0.456065,0.079501,0.185212,0.172711,0.274926,0.889881,1,0.807197,0.83698,0.711045,0.295281,0.319275,0.249149,0.663557,0.658457,0.137291,0.048,0.40364,0.8628,0.788364,0.357121,0.120801,0.140559,0.189139,0.212138,0.181742,0.6021,0.574574,0.672419,0.36436,0.437991,0.768035,0.899947,1,0.920565,0.987864,0.927524,0.731921,0.50915,0.2,0.239316,0.215828,0.370008,0.621837,0.424712,0.285766,0.165618,0.168602,0.253333,0.171315,0.245364,0.272727,0.654971,0.612245,0.071795,0.230114,0.272311,0.22314,0.316397,2
0.05826,0.259323,0.368265,0.27223,0.085214,0.302338,0.666126,0.994708,0.964312,0.710139,0.434,0.087632,0.405931,0.379911,0.374962,0.373092,0.093047,0.102649,0.22975,0.913099,0.976707,0.308455,0.146339,0.167503,0.066086,0.277784,0.259691,0.578839,0.448458,0.71599,0.162071,0.26803,0.602226,0.897615,0.858955,0.9375,0.872075,0.945929,0.669408,0.470479,0.556225,0.458242,0.201345,0.186679,0.378448,0.247669,0.307678,0.766397,0.569914,0.243636,0.478088,0.322397,0.441558,1,0.344671,0.825641,0.5625,0.377574,0.672176,0.341801,2
0.791298,0.545221,0.299277,0.279601,0.306619,0.437786,0.518128,0.927674,1,0.807665,0.630086,0.311547,0.120772,0.271321,0.469656,0.457663,0.110455,0.049247,0.290659,0.893729,0.927487,0.474082,0.082971,0.139842,0.25584,0.516356,0.333333,0.602614,0.540381,0.837435,0.561962,0.566053,0.483986,0.640276,0.846272,0.839315,0.882244,0.910159,0.773983,0.519063,0.389577,0.538828,0.593043,0.578588,0.798408,0.590373,0.171134,0.237796,0.138314,0.186667,0.139442,0.63766,0.54026,0.210526,0.267574,0.417949,0.284091,0.462243,0.487603,0.418014,2
0.306047,0.384055,0.268725,0.179505,0.024854,0.04703,0.145022,0.441455,0.56449,1,1,0.70296,0.405355,0.173043,0.274451,0.363831,0.223604,0.221506,0.29434,0.451092,0.633959,0.841938,0.972343,1,0.658299,0.484855,0.372203,0.325237,0.415483,0.380207,0.426267,0.085149,0.405229,0.672072,0.608469,0.432762,0.411874,0.338775,0.442863,0.462963,0.301563,0.519658,0.537308,0.234991,0.211402,0.018925,0.210793,0.614555,0.539626,0.241212,0.207171,0.239658,0.498701,0.584795,0.306122,0.115385,0.068182,0.363844,0.15978,0.034642,2
0.528024,0.53279,0.54205,0.341893,0.348973,0.717012,0.682359,0.36538,0.0579,0.143143,0.205586,0.428488,0.441198,0.195009,0.200622,0.246082,0.149933,0.212675,0.327688,0.123502,0.220489,0.649525,0.971813,0.975105,0.803176,0.616808,0.465805,0.522746,0.761465,0.493981,0.503433,0.428555,0.386748,0.179544,0,0.417238,0.562541,0.218363,0.175311,0.284532,0.286856,0.538095,0.410966,0.103968,0.169463,0.292649,0.586925,0.882001,0.744069,0.255758,0.359562,0.621969,0.584416,0.818713,0.306122,0.402564,0.494318,0.437071,0.567493,0.117783,2
0.109882,0.266181,0.237516,0.130766,0.0421,0.254233,0.353084,0.129879,0.214275,0.095381,0.212959,0.358294,0.230891,0.078994,0.195506,0.31264,0.352191,0.229714,0.335157,0.305223,0.536889,0.512422,0.519869,0.687942,0.62623,0.642802,0.842315,0.796727,0.651278,0.849899,0.672807,0.55774,0.277329,0.376365,0.26368,0.080141,0.324513,0.400749,0.150748,0.394989,0.494152,0.190232,0.322514,0.412523,0.322007,0.157159,0.086201,0.28242,0.415952,0.207273,0.243028,0.356633,0.358442,0.631579,0.410431,0.464103,0.303977,0.208238,0.212121,0.244804,2
0.292773,0.483926,0.165243,0.041369,0.146843,0.274657,0.474567,0.518633,0.386051,0.278135,0.178222,0.356829,0.425651,0.271321,0.351088,0.500407,0.444514,0.154182,0.418683,0.366331,0.515177,0.466926,0.399385,0.601783,0.497029,0.405882,0.710369,0.895739,0.880885,0.914882,0.819946,0.63233,0.17253,0.281293,0.38969,0.274496,0.299147,0.329313,0.22918,0.143246,0.637985,0.778388,0.753395,0.552177,0.695763,0.792238,0.78142,0.790656,0.905603,0.935758,0.794821,0.524964,0.358442,0.766082,0.274376,0.415385,0.261364,0.508009,0.267218,0.182448,2
0.510324,0.534076,0.470434,0.37708,0.412376,0.199409,0.184524,0.196692,0.223308,0.162162,0.290798,0.223916,0.302289,0.29308,0.47086,0.547629,0.521915,0.350234,0.430149,0.567744,0.732715,0.759125,0.545512,0.616535,0.661373,0.683996,0.744406,0.802079,0.845475,0.924257,0.984305,0.85273,0.40796,0.406571,0.483686,0.164516,0.360923,0.351461,0.260384,0.033769,0.57568,0.842002,0.554507,0.394615,0.829542,0.780581,0.476277,0.358191,0.496214,0.453333,0.289841,0.211127,0.498701,0.365497,0.274376,0.34359,0.369318,0.292906,0.421488,0.489607,2
0.376844,0.238748,0.395532,0.272943,0.045397,0.247245,0.136905,0.084675,0.32815,0.217217,0.319722,0.376758,0.406938,0.318449,0.300231,0.216059,0.265361,0.097766,0.069114,0.294092,0.532251,0.629792,0.634736,0.731995,0.644877,0.49587,0.671919,0.724681,0.769278,0.811335,0.905177,0.977758,0.653996,0.623211,0.744809,0.473286,0.143779,0.350005,0.35895,0.216667,0.639954,0.680342,0.333247,0.675728,0.874183,0.702551,0.613003,0.448937,0.275618,0.327273,0.378486,0.472183,0.374026,0.950292,0.839002,0.435897,0.366477,0.228833,1,0.466513,2
0.369469,0.402057,0.199409,0.084879,0.235354,0.625907,0.471861,0.432856,0.375537,0.168883,0.334184,0.372509,0.611487,0.350521,0.201023,0.264808,0.300798,0.120623,0.2409,0.305223,0.492728,0.698599,0.697255,0.673599,0.497951,0.483203,0.59355,0.834088,0.901684,0.851603,0.999891,0.984498,0.698834,0.708638,0.724864,0.408669,0.134376,0.149319,0.106473,0.309695,0.761436,1,0.691969,0.567251,0.91669,0.852167,0.546179,0.412998,0.183746,0.430303,0.454183,0.60485,0.698701,0.415205,0.258503,0.320513,0.048295,0.242563,0.201102,0.166282,2
0.20944,0.292327,0.320959,0.228959,0.185899,0.141629,0.026245,0.167144,0.249667,0.126555,0.033177,0.09789,0.355693,0.29143,0.349985,0.379605,0.374365,0.215481,0.195771,0.255672,0.27403,0.457929,0.526756,0.439811,0.432787,0.412931,0.43492,0.689996,0.759131,0.683072,0.752044,0.791058,0.782316,0.531532,0.38294,0.298589,0.104745,0.210565,0.148535,0.161329,0.613434,0.779853,0.548429,0.588379,0.81888,0.725864,0.595255,0.384247,0.352347,0.404848,0.340637,0.643367,0.706494,0.473684,0.183673,0.107692,0.568182,0.290618,0.31405,0.020785,2
0.520649,0.672096,0.360381,0.244175,0.151915,0.456329,0.290855,0.603969,0.197394,0.097526,0.318304,0.539859,0.459335,0.137878,0.186378,0.320171,0.20029,0.187221,0.142962,0.48277,0.509064,0.621511,0.834375,0.667657,0.572234,0.574953,0.874882,0.83275,0.377942,0.472782,0.542016,0.431027,0.110994,0.502173,0.691419,0.708569,0.579051,0.46657,0.542273,0.470153,0.5663,0.734921,0.679038,0.175084,0.606767,0.609161,0.397139,0.269542,0.605755,0.761212,0.233068,0.429387,0.316883,0.210526,0.623583,0.289744,0.252841,0.329519,0.429752,0.284065,2
0.741888,0.353193,0.184625,0.135283,0.144053,0.329481,0.258387,0.381918,0.166445,0.179608,0.31476,0.350967,0.37599,0.278849,0.380379,0.301954,0.373744,0.178494,0.286556,0.287778,0.281619,0.272774,0.322878,0.238398,0.396107,0.40423,0.44553,0.719844,0.75558,0.63556,0.766431,0.703437,0.46477,0.609433,0.647336,0.396573,0.091515,0.297598,0.288425,0.134749,0.549971,0.968498,0.972068,0.709611,0.832812,1,1,1,0.811711,0.575758,1,1,0.81039,0.874269,0.557823,0.212821,0.494318,0.482838,0.62259,0.230947,2
0.471239,0.275611,0.237188,0.25535,0.612478,0.3104,0.477273,0.205954,0.353176,0.473187,0.26074,0.167204,0.553908,0.558008,0.237436,0.424283,0.580769,0.560727,0.808121,0.875321,0.499157,0.629179,0.827805,0.661817,0.770082,0.86232,0.82141,0.680527,0.327516,0.617024,0.72545,0.875983,0.648955,0.534393,0.279943,0.062903,0.06768,0.36997,0.596353,0.370806,0.412739,0.58022,0.595112,0.53646,0.773102,0.774685,0.578595,0.743935,0.655729,1,0.242032,0.28816,0.924675,0.669591,1,1,1,1,0.666667,0.212471,2
0.514012,0.383626,0.414258,0.34213,0.308648,0.285676,0.338745,0.359206,0.259884,0.288002,0.368921,0.549385,0.632215,0.572136,0.501154,0.179931,0.231064,0.291117,0.236798,0.591824,0.890177,0.738473,0.490092,0.263498,0.15707,0.62628,0.745351,0.497942,0.462358,0.518376,0.421253,0.097956,0.038748,0.075782,0.009205,0.09254,0.156353,0.125091,0.277251,0.227778,0.126809,0.346642,0.414199,0.18217,0.089423,0.100658,0.145781,0.18209,0.285209,0.346667,0.153386,0.208274,0.392208,0.128655,0.054422,0.112821,0.238636,0.224256,0.258953,0.143187,2
0.141593,0.226747,0.104796,0.180694,0.170682,0.059661,0.239448,0.223815,0.218866,0.160303,0.213668,0.227286,0.153016,0.237599,0.334938,0.389579,0.134494,0.196468,0.286661,0.502997,0.805965,1,0.86235,0.681283,0.620799,0.530565,0.549007,0.585838,0.421774,0.153936,0.056458,0.207032,0.192271,0.399046,0.316457,0.165927,0.117866,0.185609,0.168248,0.22037,0.383787,0.240171,0.100608,0.11917,0.339494,0.466264,0.469757,0.330039,0.459869,0.56,0.170319,0.035663,0.116883,0.526316,0.219955,0.3,0.110795,0.199085,0.190083,0.214781,2
0.143068,0.116588,0.032852,0.092011,0.091301,0.178447,0.385552,0.303197,0.269362,0.24882,0.206862,0.193435,0.18598,0.113953,0.256094,0.37299,0.459538,0.517922,0.599411,0.776541,0.922428,1,0.902511,0.73722,0.544775,0.247935,0.085513,0.032318,0.261567,0.319911,0.306376,0.5,0.363226,0.173079,0.012171,0.242843,0.38115,0.325569,0.24067,0.178976,0.143486,0.098901,0.076296,0.104741,0.069946,0.057186,0.089641,0.109913,0.058051,0.14303,0.13247,0.125535,0.023377,0.114035,0.07483,0.064103,0.213068,0.100686,0.055096,0.011547,2
0.159292,0.132447,0.05092,0.039943,0.08699,0.003762,0.051407,0.16538,0.339109,0.335764,0.277329,0.188159,0.22283,0.29143,0.436252,0.552921,0.6705,0.601455,0.663686,0.832513,0.991674,1,0.786267,0.5314,0.380328,0.468994,0.543019,0.283862,0.176238,0.356557,0.196621,0.35273,0.389583,0.231691,0.166104,0.370968,0.435163,0.337215,0.226439,0.190959,0.079444,0.278755,0.257468,0.141716,0.097242,0.041552,0.122057,0.2351,0.229682,0.298182,0.150398,0.166904,0.080519,0.330409,0.0839,0.282051,0.139205,0.201373,0.019284,0.198614,2
0.085546,0.083583,0.009855,0.037803,0.041339,0.101854,0.191829,0.061301,0.191619,0.281138,0.284418,0.257034,0.143947,0.166856,0.292707,0.527275,0.673609,0.784208,0.81275,0.709974,0.720911,0.787138,0.794108,0.477308,0.173566,0.220619,0.606576,0.85035,0.895089,0.76787,0.510736,0.498315,0.373937,0.339057,0.26859,0.229133,0.256724,0.422065,0.416614,0.348257,0.096699,0.196947,0.478728,0.395774,0.134347,0.211876,0.252445,0.231207,0.310449,0.278788,0.110558,0.228245,0.21039,0.102339,0.126984,0.15641,0.076705,0.144165,0.077135,0.108545,2
0.160767,0.166309,0.131735,0.116262,0.234847,0.379737,0.443994,0.321499,0.24404,0.280995,0.134694,0,0.228444,0.29308,0.497442,0.66609,0.75702,0.842597,0.979487,1,1,0.999182,0.901134,0.672472,0.498258,0.417998,0.472634,0.608481,0.712967,0.607542,0.334823,0.280049,0.403129,0.379332,0.224813,0.087097,0,0.047936,0.006852,0.110349,0.195136,0.22967,0.107849,0.193507,0.238129,0.145091,0.201195,0.254268,0.300858,0.243636,0.070717,0.136947,0.148052,0.046784,0.043084,0.146154,0.099432,0.224256,0.212121,0,2
0.075221,0.027004,0.086728,0.124822,0.215065,0.313088,0.417749,0.412789,0.338516,0.294008,0.126329,0.075909,0.373974,0.35939,0.507774,0.654386,0.696508,0.743584,0.827162,0.849422,0.959422,0.983437,0.862774,0.631493,0.49457,0.492786,0.677907,0.844277,0.818689,0.569831,0.268992,0.264435,0.252861,0.178166,0.125089,0.088206,0.058714,0.047104,0.055134,0.155773,0.226752,0.264835,0.133842,0.221721,0.28675,0.245063,0.201376,0.119197,0.153963,0.101818,0.038845,0.064194,0.062338,0.02924,0.015873,0.064103,0.048295,0.135011,0.068871,0.106236,2
0.144543,0.052293,0,0.0932,0.163327,0.392636,0.401786,0.253804,0.235599,0.176176,0.070325,0.019197,0.150137,0.241415,0.426221,0.606554,0.734224,0.805714,0.895434,0.957513,0.911678,0.912074,0.772279,0.501486,0.327766,0.260932,0.219561,0.350041,0.570313,0.59412,0.450245,0.360705,0.41552,0.387069,0.293546,0.20746,0.083206,0.104294,0.121442,0.095752,0.148697,0.225397,0.169792,0.228807,0.284333,0.104909,0.131655,0.224319,0.226653,0.162424,0.173307,0.155492,0.046753,0.108187,0.097506,0.069231,0.059659,0.08238,0.137741,0.020785,2
0.023599,0.022718,0.021353,0.117927,0.206949,0.316044,0.443994,0.290628,0.42159,0.479908,0.421948,0.443581,0.304736,0.101062,0.207744,0.227865,0.16361,0.134857,0.077214,0.026327,0.110139,0.314078,0.498569,0.666018,0.785451,0.883027,0.936443,0.947818,0.902597,0.909556,0.909646,0.862952,0.703875,0.689772,0.636596,0.685383,0.643997,0.473432,0.397744,0.449129,0.484771,0.529426,0.559033,0.633986,0.669605,0.438289,0.405831,0.540881,0.499748,0.304242,0.128486,0.124108,0.314286,0.172515,0.07483,0.164103,0.161932,0.09611,0.002755,0.053118,2
0.137168,0.073725,0.085085,0.041369,0.166624,0.196453,0.324405,0.27409,0.297645,0.372801,0.269247,0.410463,0.399453,0.184181,0.087772,0.147364,0.150347,0.187532,0.161161,0.090967,0.000949,0.196708,0.399491,0.584366,0.685041,0.73301,0.872571,0.903252,0.850649,0.902738,1,1,0.76625,0.681611,0.652654,0.685887,0.720206,0.576999,0.569576,0.665142,0.634742,0.54591,0.63507,0.742334,0.712681,0.554306,0.565556,0.668464,0.547703,0.501818,0.251992,0.175464,0.114286,0.274854,0.217687,0.225641,0.227273,0.038902,0.129477,0.069284,2
0.067847,0.191599,0.090013,0.15573,0.255643,0.246439,0.425595,0.455127,0.442174,0.403689,0.399121,0.4682,0.327048,0.166443,0.115659,0.195196,0.247332,0.301195,0.194614,0.06464,0.006745,0.104488,0.283565,0.421883,0.56291,0.760436,0.92142,0.932997,0.933847,1,0.961962,0.906987,0.748504,0.723688,0.748287,0.797379,0.800569,0.579391,0.459625,0.514488,0.460915,0.475946,0.625501,0.692991,0.637617,0.366703,0.279066,0.407008,0.475013,0.316364,0.078685,0.222539,0.298701,0.30117,0.034014,0.238462,0.196023,0.130435,0.044077,0.069284,2
0.162242,0.091727,0.049934,0.108892,0.172204,0.273851,0.331439,0.366483,0.444099,0.441298,0.376719,0.329426,0.334821,0.15809,0.13863,0.290759,0.340483,0.364883,0.261519,0.167273,0.117201,0.114917,0.157147,0.363897,0.566701,0.729596,0.832545,0.850453,0.902192,1,0.998801,0.843406,0.623228,0.611977,0.676281,0.775302,0.845506,0.732349,0.624499,0.609041,0.471685,0.403541,0.490754,0.637722,0.621695,0.329676,0.204274,0.495358,0.470974,0.272727,0.213147,0.303852,0.381818,0.21345,0.117914,0.048718,0.153409,0.112128,0.071625,0.034642,2
0.179204,0.183026,0.17477,0.148122,0.181841,0.308519,0.341721,0.369129,0.402636,0.406263,0.314334,0.346571,0.297251,0.189956,0.124285,0.104926,0.149725,0.188052,0.121187,0.00899,0.01191,0.221041,0.451521,0.628317,0.747029,0.88534,0.993802,0.995574,0.931818,0.930116,0.91248,0.818468,0.670797,0.654796,0.629539,0.660181,0.615788,0.434855,0.290744,0.440196,0.459178,0.485348,0.543256,0.587091,0.562269,0.406747,0.379392,0.466607,0.446239,0.321212,0.120518,0.118402,0.148052,0.026316,0.088435,0.192308,0.079545,0.1373,0.129477,0.101617,2
0.213864,0.153022,0.065375,0.040181,0.098656,0.151303,0.24513,0.202205,0.364283,0.431002,0.269814,0.349502,0.321722,0.196556,0.113151,0.109404,0.055642,0.143377,0.132969,0.094606,0,0.162151,0.368337,0.559164,0.649283,0.721776,0.846938,0.905825,0.864854,0.881964,0.935477,0.91193,0.706395,0.634658,0.616754,0.682258,0.763831,0.613289,0.564411,0.653813,0.606485,0.599389,0.650071,0.743623,0.839778,0.658667,0.702101,0.832285,0.720343,0.513939,0.26992,0.273894,0.168831,0.175439,0.181406,0.217949,0.201705,0.089245,0.14876,0.034642,2
0.148968,0.06258,0.108739,0.068474,0.105757,0.113948,0.200216,0.177949,0.203761,0.285571,0.291224,0.271249,0.210307,0.146025,0.162403,0.183696,0.267848,0.34639,0.401325,0.375107,0.485245,0.642266,0.75808,0.845405,0.908197,0.880163,0.809749,0.668485,0.530032,0.4894,0.563379,0.600427,0.501208,0.428511,0.317787,0.226915,0.120271,0.131538,0.244887,0.393573,0.475622,0.497802,0.484029,0.389204,0.294143,0.245474,0.305867,0.401617,0.388188,0.269091,0.204183,0.164051,0.161039,0.002924,0.045351,0.115385,0.073864,0.043478,0.057851,0.060046,2
0.042035,0.009001,0.02431,0.000713,0.089526,0.205052,0.310877,0.208159,0.281505,0.315315,0.309514,0.387456,0.279545,0.044859,0.116662,0.269286,0.401202,0.509506,0.56417,0.588292,0.657778,0.782538,0.891279,0.982379,1,0.830378,0.585566,0.283244,0,0.203792,0.419946,0.507077,0.517904,0.609327,0.513961,0.372681,0.220643,0.139025,0.158866,0.341285,0.256514,0.289011,0.349929,0.299279,0.245095,0.199808,0.212785,0.259958,0.19788,0.158788,0.091633,0.099857,0.171429,0.207602,0.063492,0.153846,0.096591,0.075515,0.030303,0.071594,2
0.109145,0.082297,0.061432,0.077984,0.173726,0.360656,0.393398,0.315105,0.350511,0.387387,0.482348,0.514947,0.538794,0.312983,0.105728,0.09943,0.320899,0.526338,0.628656,0.708476,0.778035,0.822513,0.861926,0.778301,0.706967,0.526159,0.254964,0.447921,0.635653,0.723554,0.826921,0.900472,1,0.988235,0.668099,0.385585,0.098185,0.337527,0.63093,0.871351,0.84586,0.654579,0.338032,0.221979,0.400057,0.379046,0.359471,0.449835,0.615346,0.597576,0.026892,0.098431,0.054545,0.061404,0.174603,0.041026,0.230114,0.240275,0.225895,0.062356,2
0.151917,0.025289,0.048949,0.101997,0.114634,0.200752,0.210768,0.392062,0.318821,0.242671,0.320431,0.402696,0.351231,0.167062,0.063898,0.254834,0.406694,0.614649,0.766674,0.752354,0.799642,0.845926,0.940659,0.943653,0.964652,0.784668,0.471478,0.378345,0.376623,0.528497,0.744087,0.914963,0.93962,0.902385,0.659712,0.465121,0.130658,0.141936,0.341134,0.554575,0.557846,0.445177,0.289668,0.105128,0.056156,0.107652,0.190511,0.309674,0.385664,0.261818,0.166335,0.115549,0.119481,0.01462,0.156463,0.138462,0.036932,0.153318,0.201102,0.073903,2
0.292035,0.116159,0.193495,0.111032,0.107025,0.076055,0.156385,0.234179,0.172072,0.312741,0.153268,0.161049,0.281129,0.129215,0.074631,0.105231,0.057403,0.032623,0.165895,0.248181,0.244941,0.320417,0.32415,0.303555,0.329098,0.290891,0.358336,0.652326,0.92431,1,0.876948,0.661986,0.501208,0.402756,0.273908,0.194254,0.328559,0.459187,0.608897,0.667647,0.534221,0.419536,0.344239,0.404148,0.608757,0.584476,0.63582,0.736149,0.635538,0.396364,0.180279,0.298146,0.085714,0.026316,0.133787,0.328205,0.298295,0.107551,0.231405,0.08776,2
0.089971,0.124732,0.03318,0.005706,0.044129,0.04058,0.066558,0.016538,0.061306,0.108823,0.114987,0.124267,0.130992,0.077344,0.057177,0.075717,0.099886,0.247584,0.333053,0.493686,0.55839,0.609549,0.562891,0.450773,0.531148,0.70999,0.904297,1,0.822139,0.514328,0.31248,0.053134,0.117925,0.419396,0.64979,0.736895,0.832276,0.739316,0.677209,0.500654,0.231036,0.201221,0.352774,0.517392,0.586437,0.475864,0.496016,0.536089,0.465422,0.334545,0.168327,0.104137,0.090909,0.04386,0.068027,0.138462,0.181818,0.073227,0.115702,0.062356,2
0,0.077154,0.090013,0.032573,0.113619,0.192153,0.262987,0.015215,0.161854,0.194909,0.259322,0.342761,0.312365,0.109415,0.006119,0.182068,0.345664,0.44374,0.517989,0.599743,0.728078,0.821797,0.852601,0.836082,0.892316,0.993942,1,0.963874,0.872869,0.601257,0.185504,0.285441,0.332668,0.508744,0.77938,0.935585,0.857643,0.605594,0.436643,0.314488,0.267979,0.266789,0.406181,0.475779,0.42451,0.305266,0.153749,0.107517,0.145886,0.147879,0.044821,0.142653,0.181818,0.230994,0.068027,0.064103,0.028409,0.016018,0.085399,0.094688,2
